鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
大安區,房地(土地+建物),臺北市大安區羅斯福路二段４１號二樓,75.81,商,,,1150409,土地4建物2車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700803,845.54,5,2,3,有,有,350000000,413937,,0.0,0,陽台外推；,RPQNMLKKKHLGFFA47EA,690.7,10.46,47.94,有,
中山區,房地(土地+建物),臺北市中山區松江路４２號八樓之６,2.31,商,,,1150407,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670823,32.61,1,1,1,有,有,9000000,275989,,0.0,0,陽台外推；,RPSPMLSJMHLGFCA38DA,21.65,0.0,3.5,有,
文山區,土地,木柵段一小段307-9地號,10.0,都市：其他:道路用地(公共設施用地)。61/11/9,,,1150413,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2022000,202200,,0.0,0,,RPTNMLQKMHLGFAA08EA,0.0,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區和平西路三段３０２巷３弄３５號,3.92,住,,,1150323,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),商業用,加強磚造,0600414,11.44,2,2,1,有,無,3000000,262238,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLOLLHLGFBA97DA,10.68,0.76,0.0,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區環山路二段３０號二樓之３,44.75,住,,,1150318,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070928,104.96000000000001,2,2,1,有,有,22800000,271568,坡道平面,32.05,3000000,夾層；其他增建；,RPXNMLKLLHLGFCA97DA,39.3,3.19,4.75,有,001
內湖區,房地(土地+建物)+車位,臺北市內湖區港墘路２２１巷４１號三樓之１,213.03,工,,,1150324,土地1建物6車位8,三層,九層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0901029,1437.67,0,0,0,無,有,190000000,132158,坡道平面,0.0,0,,RPOPMLRJMHLGFCA87DA,720.43,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區南京東路一段１３２巷２９號五樓之１,6.36,商,,,1150325,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660525,31.59,1,1,1,有,有,7460000,236151,,0.0,0,其他增建為鐵鋁窗陽台外推；其他增建；,RPQOMLSJMHLGFCA08DA,20.88,0.0,5.4,有,002
中山區,房地(土地+建物),臺北市中山區中山北路二段１２８巷１３號五樓,20.38,住,,,1150323,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661007,111.35,3,2,1,有,有,8620000,77414,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPVOMLTJMHLGFCA68DA,96.34,0.0,15.01,有,
松山區,房地(土地+建物),臺北市松山區八德路四段１８１巷１７弄１６號四樓,25.75,住,,,1150316,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640510,69.9,4,2,2,有,無,15000000,214592,,0.0,0,,RPTNMLTKLHLGFDA48DA,69.9,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區虎林街５０巷８號四樓,45.95,住,,,1150311,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760305,145.42000000000002,4,2,2,有,無,21000000,144409,,0.0,0,,RPROMLSJMHLGFDA28DA,120.61,0.0,10.97,無,
松山區,土地,寶清段七小段489地號,11.9,商,,,1150326,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10600000,890756,,0.0,0,,RPPNMLTJMHLGFDA08DA,0.0,0.0,0.0,無,
士林區,土地,中洲段912地號,4.13,都市：其他:堤防用地(公共設施用地)(將來係採用區段徵收之方式辦理整體開發)。80/6/5,,,1150312,土地9建物0車位0,,,其他,,,,0.0,0,0,0,無,無,297600,72058,,0.0,0,包含公共設施保留地用地；,RPVNMLQLLHLGFEA58DA,0.0,0.0,0.0,無,003
士林區,土地,中洲段911地號,20.11,都市：其他:道路用地(公共設施用地) 但是否在遊樂區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用應依建築線或俟地籍測量分割後，再確定)。,,,1150312,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1520000,75584,,0.0,0,包含公共設施保留地用地；,RPWNMLQLLHLGFEA68DA,0.0,0.0,0.0,無,
士林區,土地,中洲段912地號,20.64,都市：其他:堤防用地,,,1150312,土地9建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1377200,66725,,0.0,0,包含公共設施保留地用地；,RPXNMLQLLHLGFEA78DA,0.0,0.0,0.0,無,003
士林區,土地,中洲段895地號,19.01,都市：其他:堤防用地,,,1150312,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1625300,85497,,0.0,0,包含公共設施保留地用地；,SPXNMLQLLHLGFEA88DA,0.0,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區紗帽路１１６號四樓,9.78,都市：其他:陽明山國家公園區(請逕向陽明山國家公園管理處申請)。,,,1150327,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670114,94.9,2,1,1,有,有,9200000,96944,,0.0,0,陽台外推；,RPXNMLLMLHLGFEA38DA,69.74,0.0,7.56,有,005
北投區,土地,開明段三小段509地號,21.0,住,,,1150330,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,142857,,0.0,0,,RPQOMLRJMHLGFEA18DA,0.0,0.0,0.0,無,
北投區,房地(土地+建物)+車位,臺北市北投區光明路２００號八樓之２１,2.86,都市：其他:特定觀光商業專用區。,,,1150327,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0940322,41.39,1,1,1,有,有,6300000,206227,坡道機械,16.66,1200000,陽台外推；,RPRNMLTJMHLGFEA38DA,12.95,0.57,1.33,有,006
大安區,房地(土地+建物),臺北市大安區基隆路二段２８１號八樓之１,14.8,住,,,1150307,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760401,104.42999999999999,2,2,2,有,有,24950000,238916,,0.0,0,,RPPNMLKMLHLGFFA57DA,72.89,0.0,12.52,有,007
大安區,房地(土地+建物),臺北市大安區金山南路二段１８５巷８號,37.88,住,,,1150310,土地1建物1車位0,一層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,102.76,3,2,2,有,無,32000000,311405,,0.0,0,,RPRNMLKMLHLGFFA77DA,102.76,0.0,0.0,無,
文山區,房地(土地+建物),臺北市文山區興隆路二段２２０巷６５弄２５號二樓,40.9,住,,,1150318,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680830,98.21,3,1,2,有,無,15000000,152734,,0.0,0,,RPPNMLTJMHLGFAA87EA,84.79,0.0,13.42,無,
文山區,房地(土地+建物),臺北市文山區景福街１３３巷３８號九樓,19.67,住,,,1150313,土地1建物1車位0,九層，電梯樓梯間,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850903,76.51,2,2,1,有,有,15500000,202588,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJMHLGFAA97EA,61.56,0.85,8.06,有,008
文山區,土地,興隆段三小段98地號,43.0,住,,,1150324,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10000000,232558,,0.0,0,未登記建物；,RPRNMLTJMHLGFAA08EA,0.0,0.0,0.0,無,
萬華區,土地,雙園段二小段62-6地號,0.24,都市：其他:道路用地(公共設施用地)。56/8/25,,,1150318,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,75000,0,,0.0,0,包含公共設施保留地用地；,RPQNMLSJMHLGFBA97EA,0.0,0.0,0.0,無,
大同區,土地,市府段三小段79地號,80.0,商,,,1150312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,162179200,2027240,,0.0,0,政府機關標讓售；,RPQNMLTJMHLGFBA08EA,0.0,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區寶興街６８巷３９號,28.5,住,,,1150316,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600615,70.18,3,2,1,有,無,5380000,76660,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKMHLGFBA17EA,70.18,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區復興北路２２６號十一樓之３,30.97,住,,,1150331,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750314,150.05,3,2,2,有,有,22000000,146618,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTJMHLGFCA28EA,107.93,0.21,6.51,有,009
松山區,房地(土地+建物),臺北市松山區撫遠街２５１號四樓,54.56,都市：其他:住宅用地(民生社區特定專用區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1150311,土地2建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640114,128.06,3,2,2,有,無,21500000,167890,,0.0,0,陽台外推；頂樓加蓋；,RPPNMLTJMHLGFDA18EA,128.06,0.0,0.0,無,010
大安區,房地(土地+建物),臺北市大安區仁愛路四段３００巷２５弄９號四樓,21.78,住,,,1150316,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730721,113.09,3,2,2,有,有,13000000,114953,,0.0,0,買方負有照顧賣方至往生為止，如有違反，賣方有買回權親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPNMLKKMHLGFFA57EA,93.91,0.0,12.35,有,
中正區,房地(土地+建物),臺北市中正區泉州街１５１巷５號三樓,35.25,住,,,1150315,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651029,91.86,3,2,2,有,無,18650000,203026,,0.0,0,陽台外推；,RPQNMLSJMHLGFAA77DA,91.86,0.0,0.0,無,011
文山區,土地,政大段四小段379-2地號,16.91,都市：其他:道路用地(公共設施用地)。63/2/1,,,1150326,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,706512,41781,,0.0,0,包含公共設施保留地用地；,RPQNMLNKMHLGFAA37DA,0.0,0.0,0.0,無,012
萬華區,房地(土地+建物),臺北市萬華區和平西路三段３８４號六樓之１５,3.2,住,,,1150314,土地2建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700706,22.52,1,1,1,有,有,3780000,167851,,0.0,0,其他增建；,RPPNMLOKLHLGFBA37DA,15.86,0.0,0.0,有,013
大同區,車位,臺北市大同區延平北路二段２４７巷２８、３０號房屋地下二層,5.48,商,,,1150313,土地1建物1車位1,地下二層,十二層,其他,停車場,鋼筋混凝土造,0820819,49.169999999999995,0,0,0,無,有,2500000,,坡道平面,49.18,2500000,僅車位交易；,RPTNMLNLLHLGFBA77DA,0.0,0.0,0.0,有,
萬華區,房地(土地+建物),臺北市萬華區西園路二段２８１巷１號八樓之２,15.87,住,,,1150304,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,1140908,81.93,2,1,1,有,有,19000000,231905,,0.0,0,,RPSNMLSJMHLGFBA08DA,49.32,0.0,5.5,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段１７８號十一樓之２,17.43,,,,1150313,土地1建物1車位2,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1070223,268.39,0,0,0,無,有,74000000,275718,坡道平面,58.2,0,,RPPNMLKLLHLGFCA17DA,122.02,3.29,17.12,有,014
中山區,房地(土地+建物),臺北市中山區吉林路１５４巷１２號三樓,19.17,住,,,1150301,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630404,73.37,2,1,1,有,無,16100000,219436,,0.0,0,陽台外推；其他增建；,RPUNMLKLLHLGFCA67DA,67.08,0.0,6.29,無,
中山區,房地(土地+建物),臺北市中山區松江路１３３巷５０號五樓之２,7.17,住,,,1150316,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930829,33.08,1,1,1,有,有,12080000,365175,,0.0,0,陽台外推；夾層；其他增建；,RPROMLNLLHLGFCA77DA,18.15,0.86,3.38,有,015
中山區,房地(土地+建物)+車位,臺北市中山區伊通街２號三樓之１,26.6,商,,,1150323,土地2建物2車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020509,198.51999999999998,3,2,2,有,有,16250000,81856,坡道平面,49.59,0,親友、員工、共有人或其他特殊關係間之交易；,RPPPMLOLLHLGFCA77DA,81.02,12.51,12.97,有,016
中山區,土地,中山段四小段232-1地號,1.0,商,,,1150320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,666666,0,,0.0,0,,RPPNMLQJMHLGFCA67DA,0.0,0.0,0.0,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區金莊路１００號九樓之３,34.28,都市：其他:工商混合區(不得作住宅使用)。,,,1150304,土地2建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1010104,193.13,2,2,2,有,有,28800000,149122,坡道平面,34.84,0,,RPPNMLRJMHLGFCA77DA,88.5,2.94,4.26,有,017
中山區,房地(土地+建物),臺北市中山區林森北路２５９巷９號三樓之１４,6.13,商,,,1150331,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0730922,37.58,0,0,0,無,有,7650000,203566,,0.0,0,其他增建；,RPWOMLSJMHLGFCA68DA,25.49,0.0,3.19,有,018
信義區,土地,福德段二小段580地號,8.25,都市：其他:道路用地(公共設施用地)。51/9/1,,,1150309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1381875,167500,,0.0,0,包含公共設施保留地用地；,RPVNMLQJLHLGFDA28DA,0.0,0.0,0.0,無,019
信義區,土地,福德段二小段605地號,44.83,都市：其他:道路用地(公共設施用地)。51/9/1,,,1150319,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7509461,167510,,0.0,0,包含公共設施保留地用地；,RPTPMLPLLHLGFDA38DA,0.0,0.0,0.0,無,020
信義區,土地,福德段二小段557地號,6.0,都市：其他:道路用地(公共設施用地)。51/9/1,,,1150319,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1005000,167500,,0.0,0,包含公共設施保留地用地；,RPVPMLPLLHLGFDA58DA,0.0,0.0,0.0,無,021
信義區,土地,福德段二小段553地號,6.0,都市：其他:道路用地(公共設施用地)。51/9/1,,,1150320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1005000,167500,,0.0,0,包含公共設施保留地用地；,RPPNMLQLLHLGFDA87DA,0.0,0.0,0.0,無,
南港區,房地(土地+建物),臺北市南港區大坑街４５０號三樓之６,10.32,住,,,1150312,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120719,49.81,1,1,1,有,有,17280000,346918,,0.0,0,,RPRNMLKMLHLGFDA57DA,18.93,2.84,3.71,有,
士林區,房地(土地+建物),臺北市士林區中正路３０５巷１６號一樓,32.8,都市：其他:第三種住宅區。,,,1150309,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700722,143.68,3,2,2,有,無,32880000,228842,,0.0,0,其他增建；,RPXNMLOLLHLGFEA58DA,91.76,51.92,0.0,無,
北投區,土地,立農段一小段486地號,171.0,住,,,1150310,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,120840000,706667,,0.0,0,,RPTNMLRLLHLGFEA48DA,0.0,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區忠孝東路四段１１２號七樓之１,5.09,商,,,1150302,土地1建物1車位0,七層，陽台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0640901,45.800000000000004,1,1,1,有,有,14542500,317522,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRJMHLGFFA48DA,40.34,0.0,0.0,有,022
大安區,房地(土地+建物),臺北市大安區光復南路４６０號九樓之１,6.39,商,,,1150303,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670310,70.97,4,2,2,有,有,19150000,269832,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLSJMHLGFFA68DA,59.12,0.0,2.23,有,023
信義區,土地,福德段二小段605地號,44.83,都市：其他:道路用地(公共設施用地)。51/9/1,,,1150313,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7509461,167510,,0.0,0,包含公共設施保留地用地；,RPQNMLKKMHLGFDA47EA,0.0,0.0,0.0,無,020
北投區,土地,豐年段二小段850地號,165.45,農,,,1150323,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,21154,,0.0,0,,RPPNMLTJMHLGFEA28EA,0.0,0.0,0.0,無,025
大安區,房地(土地+建物),臺北市大安區和平東路三段４０６巷９號四樓,23.67,住,,,1150305,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630403,75.54,3,2,1,有,無,16300000,215780,,0.0,0,陽台外推；頂樓加蓋；,RPPNMLTJMHLGFFA38EA,75.54,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區長泰街７３巷１８號二樓,22.5,住,,,1150330,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610822,62.1,2,1,1,有,無,4440000,71498,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLKKMHLGFBA07DA,62.1,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區中山北路一段８４號五樓之７,3.56,商,,,1150301,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980327,40.03,1,1,1,有,有,12660000,316263,,0.0,0,陽台外推；夾層；其他增建；,RPXNMLKMLHLGFCA08DA,19.77,1.27,3.85,有,026
內湖區,房地(土地+建物),臺北市內湖區康樂街１８６巷１９號三樓,9.89,住,,,1150315,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850517,34.989999999999995,1,1,1,有,有,6800000,194341,,0.0,0,夾層；,RPXNMLLJMHLGFCA97DA,21.18,0.0,2.65,有,
中山區,房地(土地+建物),臺北市中山區林森北路１０７巷６８號五樓之３,6.2,商,,,1150324,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920808,25.25,1,1,1,有,無,5800000,229703,,0.0,0,,RPWOMLTJMHLGFCA78DA,11.3,0.0,1.65,有,
松山區,房地(土地+建物),臺北市松山區健康路３２５巷２４弄１５號五樓,54.47,住,,,1150301,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950524,222.04,3,2,2,有,有,45500000,204918,,0.0,0,其他增建；,RPVNMLOLLHLGFDA28DA,110.83,0.0,12.52,有,
松山區,房地(土地+建物)+車位,臺北市松山區三民路８０巷１９號九樓,12.43,住,,,1150307,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140625,132.54000000000002,2,2,1,有,有,43000000,402904,坡道平面,34.75,3600000,,RPQNMLKKMHLGFDA37DA,57.71,5.74,4.84,有,
信義區,土地,信義段五小段39-17地號,311.24,都市：其他:特定業務區(信義計畫特定專用區)。,,,1150325,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,922670000,2964497,,0.0,0,,RPTNMLKKMHLGFDA67DA,0.0,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區振興街３１號三樓,13.9,住,,,1150309,土地1建物1車位0,三層，電梯樓梯間,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851004,62.14,4,2,2,有,有,4200000,67589,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLOLLHLGFEA87DA,37.05,0.63,4.37,有,027
大安區,房地(土地+建物),臺北市大安區信義路三段１０５號十二樓之１０,3.31,商,,,1150306,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960322,38.78,0,1,1,有,有,18500000,477050,,0.0,0,陽台外推；,RPSNMLPLLHLGFFA28DA,21.34,0.62,2.14,有,028
大安區,車位,臺北市大安區仁愛路四段１５１巷３７、３９號等房屋地下二、三層,5.6,住,,,1150306,土地6建物1車位1,地下二層，地下三層,十四層,其他,見使用執照,鋼筋混凝土造,0790518,32.69,0,0,0,無,有,4700000,,坡道平面,32.69,4700000,僅車位交易；,RPUNMLMJMHLGFFA08DA,0.0,0.0,0.0,有,029
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段２０３巷４８號,35.65,住,,,1150323,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880329,143.57,0,0,1,有,有,24000000,200093,坡道平面,36.12,2500000,,RPPNMLNKMHLGFAA37EA,77.32,0.0,8.89,有,030
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路４２３巷５６號,40.35,住,,,1150311,土地4建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,188.97,3,1,1,有,有,27815019,147193,坡道平面,0.0,0,政府機關標讓售；,RPPNMLTJMHLGFBA97EA,103.07,0.0,9.77,有,
內湖區,車位,臺北市內湖區民權東路六段１５２號等房屋地下一至三層,5.06,商,,,1150301,土地1建物1車位2,地下一層，地下二層，地下三層,十四層,其他,地下一層：停車場、裝卸位；地下二層：停車場；地下三層：防空避難室兼停車場,鋼筋混凝土造,0810629,77.4,0,0,0,無,有,5200000,,坡道平面,77.38,5200000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPQNMLNKMHLGFCA67EA,0.0,0.0,0.0,有,031
信義區,房地(土地+建物),臺北市信義區忠孝東路五段７０３巷１弄４５號二樓,21.3,住,,,1150309,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721228,103.44999999999999,4,1,2,有,有,9500000,91832,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLOJLHLGFDA38EA,75.84,0.0,14.07,有,
信義區,車位,臺北市信義區吳興街６００巷７６弄５７號房屋地下二層,3.15,住,,,1150320,土地1建物1車位1,地下二層,五層,其他,見使用執照,鋼筋混凝土造,0811023,29.310000000000002,0,0,0,無,有,2600000,,坡道平面,0.0,2600000,僅車位交易；,RPQNMLTJMHLGFDA28EA,0.0,0.0,0.0,有,032
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２１６巷１１弄１０號二樓,28.74,住,,,1150317,土地1建物1車位0,二層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660113,136.36,4,2,2,有,無,41000000,300675,,0.0,0,陽台外推；,RPQNMLKKMHLGFFA67EA,126.7,0.0,0.0,有,033
中正區,房地(土地+建物),臺北市中正區羅斯福路三段１００號六樓之１５,4.35,商,,,1150316,土地4建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0650619,36.6,2,0,2,有,有,8300000,226776,,0.0,0,,RPOOMLKLLHLGFAA96DA,31.51,0.0,0.0,有,
文山區,房地(土地+建物)+車位,臺北市文山區福興路６２號十五樓之１,18.81,,,,1150316,土地3建物1車位1,十五層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841030,142.61,2,1,1,有,無,22000000,196831,坡道平面,41.0,2000000,,RPPOMLNKMHLGFAA37DA,77.26,5.1,7.99,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路１０３號二十樓之９,10.04,商,,,1150301,土地1建物1車位1,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,176.66,3,2,2,有,有,40000000,258832,坡道平面,33.7,3000000,,RPWOMLOLLHLGFBA28DA,84.18,3.76,6.34,有,034
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路一段３９號七樓之３,9.39,商,,,1150308,土地2建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950926,120.27000000000001,2,2,1,有,有,29080000,321653,升降平面,36.08,2000000,陽台外推；,RPQNMLLJMHLGFBA17DA,54.01,0.0,7.13,有,
中正區,房地(土地+建物),臺北市中正區公園路３２號二樓之１,9.22,商,,,1150330,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0751113,117.72,3,1,1,有,有,32049000,272248,,0.0,0,,RPROMLNKMHLGFBA67DA,87.06,7.69,11.17,有,
中山區,房地(土地+建物),臺北市中山區長安東路二段１７８號二樓之２,4.42,商,,,1150303,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0771026,57.2,3,2,2,有,有,10000000,174825,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNKLHLGFCA37DA,39.05,1.16,10.37,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段１６７巷１６號十二樓之６,16.5,住,,,1150304,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840128,128.86,2,2,1,有,有,30800000,317749,坡道平面,40.75,2800000,陽台外推；其他增建；,RPPOMLKLLHLGFCA27DA,91.4,0.0,8.11,有,
中山區,房地(土地+建物),臺北市中山區北安路５１８巷１４弄１０號五樓,26.56,商,,,1150323,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751205,136.6,5,0,2,有,無,22500000,164714,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPRNMLLJMHLGFCA37DA,111.05,0.0,4.18,無,
內湖區,房地(土地+建物),臺北市內湖區星雲街２１０巷２８號三樓,11.48,住,,,1150325,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020911,52.339999999999996,1,2,1,有,有,16300000,311425,,0.0,0,,RPTNMLKKMHLGFCA57DA,33.41,2.35,0.0,有,035
中山區,房地(土地+建物),臺北市中山區遼寧街１０７號二樓,32.0,住,,,1150305,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620118,80.77,2,2,2,有,無,16800000,207998,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNKMHLGFCA47DA,70.32,0.0,10.45,無,
